C_CUSTKEY,C_NAME,C_ADDRESS,C_CITY,C_NATION,C_REGION,C_PHONE,C_MKTSEGMENT
14287,Customer#000014287,yCXDD6AN6paZGc674iKI6,KENYA    3,KENYA,AFRICA,24-880-552-6621,MACHINERY
14288,Customer#000014288,XmU3uyCUbhiTZ,ALGERIA  0,ALGERIA,AFRICA,10-138-575-9677,MACHINERY
14290,Customer#000014290,WKLQpYzUkQToko3n,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-161-605-3475,HOUSEHOLD
14291,Customer#000014291,9Jsi180pPjytLhz6k,JAPAN    8,JAPAN,ASIA,22-269-902-9633,HOUSEHOLD
14293,Customer#000014293,9sIsIJsVwe7lelARIaBDvmg8,IRAN     5,IRAN,MIDDLE EAST,20-287-997-8889,BUILDING
14294,Customer#000014294,xZRXXa9t9i,CANADA   9,CANADA,AMERICA,13-871-938-7887,BUILDING
14296,Customer#000014296,LzBtZpiTTf87D5y7fFDOcxC,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-308-327-2073,HOUSEHOLD
14299,Customer#000014299,"UFlOs8tQ,I",RUSSIA   9,RUSSIA,EUROPE,32-620-430-1614,AUTOMOBILE
14300,Customer#000014300,"ZU,20T8gsj0ibiwy3Cg",KENYA    2,KENYA,AFRICA,24-881-259-8012,AUTOMOBILE
14302,Customer#000014302,1LvsgmTVlGl,EGYPT    8,EGYPT,MIDDLE EAST,14-227-715-2018,MACHINERY
14303,Customer#000014303,"as,dhJHYeM",EGYPT    2,EGYPT,MIDDLE EAST,14-696-920-2560,MACHINERY
14305,Customer#000014305,x4gV8HbkiUl5,PERU     6,PERU,AMERICA,27-166-735-2304,HOUSEHOLD
14306,Customer#000014306,ENB2RRrZoBZj5PDxi0,ROMANIA  8,ROMANIA,EUROPE,29-982-469-5333,FURNITURE
14308,Customer#000014308,"S0F3Ohk9e547EL5zV,WDC",IRAQ     5,IRAQ,MIDDLE EAST,21-948-516-9465,HOUSEHOLD
14309,Customer#000014309,DJt8YN71S,KENYA    0,KENYA,AFRICA,24-380-164-2327,FURNITURE
14311,Customer#000014311,zvrSx7E,ROMANIA  7,ROMANIA,EUROPE,29-237-233-4520,FURNITURE
14312,Customer#000014312,3grKyqemtkPSxSBr89w0N,MOZAMBIQU2,MOZAMBIQUE,AFRICA,26-543-595-3166,HOUSEHOLD
14314,Customer#000014314,uW41IX,UNITED KI0,UNITED KINGDOM,EUROPE,33-461-770-2905,HOUSEHOLD
14315,Customer#000014315,6BRod7deEUQyoh,MOZAMBIQU3,MOZAMBIQUE,AFRICA,26-136-173-4308,MACHINERY
14317,Customer#000014317,HERp1H YuH4VJWRs lr0fUlY,MOROCCO  4,MOROCCO,AFRICA,25-359-428-7234,MACHINERY
14318,Customer#000014318,tiI4DT,MOZAMBIQU0,MOZAMBIQUE,AFRICA,26-896-189-5930,MACHINERY
14320,Customer#000014320,ujK5X Bz97B6 ,IRAQ     7,IRAQ,MIDDLE EAST,21-592-897-3392,FURNITURE
14321,Customer#000014321, UBwsrnn7Sx 9,FRANCE   0,FRANCE,EUROPE,16-639-683-3804,HOUSEHOLD
14323,Customer#000014323,GvemIfNwTCYiEEEWEOrSGR,BRAZIL   4,BRAZIL,AMERICA,12-118-831-9927,HOUSEHOLD
14324,Customer#000014324,pGWIAW23j1C,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-153-238-8180,AUTOMOBILE
14326,Customer#000014326,lrf2mjokxBVSW,EGYPT    1,EGYPT,MIDDLE EAST,14-956-966-7457,FURNITURE
14327,Customer#000014327,vYyiZGn2rThkqb4,ROMANIA  2,ROMANIA,EUROPE,29-402-615-7817,BUILDING
14329,Customer#000014329,6oLXqX6849tcoIq,IRAN     5,IRAN,MIDDLE EAST,20-422-874-9380,FURNITURE
14330,Customer#000014330,JzyIUKZleB4SeJ0,GERMANY  5,GERMANY,EUROPE,17-789-171-4644,FURNITURE
14332,Customer#000014332,"d9gIw1TxFbRE,AdN,5KPYi",INDONESIA5,INDONESIA,ASIA,19-690-654-7947,MACHINERY
14333,Customer#000014333,DUC6JhphodOq20x5ee,UNITED KI5,UNITED KINGDOM,EUROPE,33-656-362-4638,AUTOMOBILE
14335,Customer#000014335,8 X4UiERX1ZU,IRAQ     3,IRAQ,MIDDLE EAST,21-566-299-6007,HOUSEHOLD
14336,Customer#000014336,JxmWBU6NoHOY,MOROCCO  7,MOROCCO,AFRICA,25-639-515-6624,FURNITURE
14338,Customer#000014338,Yh9SE30bBg,VIETNAM  9,VIETNAM,ASIA,31-480-450-3540,HOUSEHOLD
14339,Customer#000014339,NJ851GeQSGxrzW,ARGENTINA7,ARGENTINA,AMERICA,11-602-121-8841,BUILDING
14341,Customer#000014341,"hCU3dt,TeWcixo3znMcs",MOROCCO  7,MOROCCO,AFRICA,25-849-906-5657,FURNITURE
14342,Customer#000014342,tgD3PM,VIETNAM  2,VIETNAM,ASIA,31-264-122-6015,HOUSEHOLD
14344,Customer#000014344,",EIXMa9LUZsAThLq2O",RUSSIA   2,RUSSIA,EUROPE,32-421-847-4073,AUTOMOBILE
14345,Customer#000014345,DwiD6h,UNITED KI8,UNITED KINGDOM,EUROPE,33-803-612-8213,BUILDING
14347,Customer#000014347,mfgPzTzJk,RUSSIA   0,RUSSIA,EUROPE,32-443-620-8489,AUTOMOBILE
14348,Customer#000014348,smHSvLnWvqCPqwRAt,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,30-487-713-5582,HOUSEHOLD
14350,Customer#000014350,HFahPmSj88o6IoZWbEG,IRAQ     3,IRAQ,MIDDLE EAST,21-225-787-8859,BUILDING
14351,Customer#000014351,Vrkzxbx,IRAQ     8,IRAQ,MIDDLE EAST,21-292-181-8028,AUTOMOBILE
14353,Customer#000014353,"b,kLSpntnPFhGwX2HI4E",UNITED KI0,UNITED KINGDOM,EUROPE,33-455-460-1571,BUILDING
14354,Customer#000014354,OS8imN,JORDAN   2,JORDAN,MIDDLE EAST,23-759-196-4090,AUTOMOBILE
14356,Customer#000014356,eE0fyMx,UNITED ST5,UNITED STATES,AMERICA,34-452-698-8445,AUTOMOBILE
14357,Customer#000014357,RnBUeu40c,ROMANIA  6,ROMANIA,EUROPE,29-440-140-5791,AUTOMOBILE
14359,Customer#000014359,1yptrgLRr5U4U7m,EGYPT    2,EGYPT,MIDDLE EAST,14-389-633-9958,MACHINERY
14360,Customer#000014360,"ZTAmtjxmTnTT4yf,pPMY",EGYPT    6,EGYPT,MIDDLE EAST,14-180-240-7615,AUTOMOBILE
14362,Customer#000014362,WAvGFP3zQ3Sn0az,GERMANY  4,GERMANY,EUROPE,17-880-674-3068,HOUSEHOLD
14363,Customer#000014363,W5Cz6Ip6KMtu9V,CANADA   6,CANADA,AMERICA,13-875-916-5512,MACHINERY
14365,Customer#000014365,T1dUfJUCcSAjF2kF2XO6SP,CANADA   8,CANADA,AMERICA,13-439-809-5874,BUILDING
14366,Customer#000014366,Vm8SCrJVOZk,UNITED ST1,UNITED STATES,AMERICA,34-346-173-6062,MACHINERY
14368,Customer#000014368,dEsv7i 8rj7,EGYPT    2,EGYPT,MIDDLE EAST,14-922-519-3556,FURNITURE
14369,Customer#000014369, itfTDyUkzRZP,MOROCCO  5,MOROCCO,AFRICA,25-488-685-4462,AUTOMOBILE
14371,Customer#000014371,ZBrt1MB,JORDAN   4,JORDAN,MIDDLE EAST,23-857-151-3635,FURNITURE
14374,Customer#000014374,aXr98ORi8BCsSfc,PERU     2,PERU,AMERICA,27-289-183-9844,AUTOMOBILE
14375,Customer#000014375,zNFZ70p2nq55,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-405-307-7997,BUILDING
14377,Customer#000014377,IfbvuhP,ALGERIA  8,ALGERIA,AFRICA,10-486-953-6335,HOUSEHOLD
14378,Customer#000014378,bquP73iItAHuvusfKPsbDzw,JAPAN    3,JAPAN,ASIA,22-205-219-7537,HOUSEHOLD
14380,Customer#000014380,WfNR1LiO5q5P3xEeyyLD9u9,CHINA    2,CHINA,ASIA,28-335-245-6285,BUILDING
14381,Customer#000014381,jakuN8Gt,VIETNAM  7,VIETNAM,ASIA,31-916-158-3970,FURNITURE
14383,Customer#000014383,Bs33I rbZXlbSGHuj,INDONESIA3,INDONESIA,ASIA,19-456-965-1779,AUTOMOBILE
14384,Customer#000014384,"ifz,3tb4,AVYuykuPjN",IRAN     1,IRAN,MIDDLE EAST,20-230-400-5530,HOUSEHOLD
14386,Customer#000014386,T7XhiDDT,RUSSIA   9,RUSSIA,EUROPE,32-994-390-7629,HOUSEHOLD
14387,Customer#000014387,PPOdLVE,JAPAN    0,JAPAN,ASIA,22-759-158-6390,MACHINERY
14389,Customer#000014389,",DBgVVKmjuPE1WHRNcK0J",UNITED ST0,UNITED STATES,AMERICA,34-467-770-4152,BUILDING
14392,Customer#000014392,l6H8e6lPPbe,UNITED ST8,UNITED STATES,AMERICA,34-707-367-1246,MACHINERY
14393,Customer#000014393, 7t9oNOKYqN6,INDONESIA2,INDONESIA,ASIA,19-795-728-5410,BUILDING
14395,Customer#000014395,"DITVh88m3,yMOC7FFmdC2ctW",IRAN     7,IRAN,MIDDLE EAST,20-576-726-1954,FURNITURE
14396,Customer#000014396,"F6u8,71Dp9RGYrD",KENYA    5,KENYA,AFRICA,24-316-298-9286,HOUSEHOLD
14398,Customer#000014398,l49oKjbjQHz6YZwjo5,UNITED ST0,UNITED STATES,AMERICA,34-356-494-7869,AUTOMOBILE
14401,Customer#000014401,V1RSc34Mdt4KwfaLrEtKD,PERU     9,PERU,AMERICA,27-634-968-8289,AUTOMOBILE
14402,Customer#000014402,OsHcAH 1ID,GERMANY  3,GERMANY,EUROPE,17-491-682-4441,FURNITURE
14404,Customer#000014404,cOEWORZ2uR,RUSSIA   5,RUSSIA,EUROPE,32-752-688-1079,HOUSEHOLD
14405,Customer#000014405,CzS9CpFGsgiLbesS0QL,IRAQ     3,IRAQ,MIDDLE EAST,21-908-989-8526,AUTOMOBILE
14407,Customer#000014407,XxfwzIvse,INDIA    5,INDIA,ASIA,18-482-439-2459,BUILDING
14408,Customer#000014408,YWSF1Bjx7y9BxW zkFObReX,RUSSIA   6,RUSSIA,EUROPE,32-659-898-3953,FURNITURE
14410,Customer#000014410,8pfHDmngZUEcBWbMZ3Hf2m,INDONESIA6,INDONESIA,ASIA,19-534-904-5119,BUILDING
14411,Customer#000014411,a5ZwQTNYeAPvZ,UNITED ST8,UNITED STATES,AMERICA,34-684-424-1847,HOUSEHOLD
14413,Customer#000014413,1rOdf86,EGYPT    9,EGYPT,MIDDLE EAST,14-207-117-4453,MACHINERY
14414,Customer#000014414,uMQwzs9l,JORDAN   7,JORDAN,MIDDLE EAST,23-345-940-7312,FURNITURE
14416,Customer#000014416,"MQhuzXy1v q5,efphCoD",GERMANY  9,GERMANY,EUROPE,17-444-326-9652,AUTOMOBILE
14419,Customer#000014419,Yi2 Cly0nDUeVdN45wS,BRAZIL   0,BRAZIL,AMERICA,12-579-503-3393,FURNITURE
14420,Customer#000014420,"CdQK94kb,KT83PSX",PERU     2,PERU,AMERICA,27-890-738-2628,FURNITURE
14422,Customer#000014422,0sLQjIH93a2NV,CANADA   2,CANADA,AMERICA,13-971-976-7542,AUTOMOBILE
14423,Customer#000014423,ZXv2uIZ6,ROMANIA  8,ROMANIA,EUROPE,29-571-856-1226,BUILDING
14425,Customer#000014425,"qiweaPZ11C2tpK,,Vo",SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,30-458-825-3091,FURNITURE
14426,Customer#000014426,gdZ9Q7ld,SAUDI ARA3,SAUDI ARABIA,MIDDLE EAST,30-903-167-2795,AUTOMOBILE
14428,Customer#000014428,"AE41HRd4Hdi,h7KW",ROMANIA  5,ROMANIA,EUROPE,29-472-307-5819,FURNITURE
14429,Customer#000014429,gnozT5y5jjDRThUcWkE8m,RUSSIA   1,RUSSIA,EUROPE,32-771-537-5011,MACHINERY
14431,Customer#000014431,Sqk3FNSqCdIaM1GH7OmtmOFa,IRAN     5,IRAN,MIDDLE EAST,20-324-779-2437,MACHINERY
14434,Customer#000014434,4NXSf0,MOROCCO  9,MOROCCO,AFRICA,25-537-405-2043,HOUSEHOLD
14435,Customer#000014435,KyPc2tHfVPew KGhmarpP1w,BRAZIL   9,BRAZIL,AMERICA,12-490-431-3841,HOUSEHOLD
14438,Customer#000014438,0UhPX5Kj6,JAPAN    0,JAPAN,ASIA,22-924-958-7355,MACHINERY
14440,Customer#000014440,BQOxFqA0PkyUv5Ba,CHINA    3,CHINA,ASIA,28-396-377-9642,HOUSEHOLD
14441,Customer#000014441,Al7ouSAPJe2L4QE,EGYPT    0,EGYPT,MIDDLE EAST,14-393-325-8683,FURNITURE
14443,Customer#000014443,dT ShA2 QpzSx,MOROCCO  1,MOROCCO,AFRICA,25-102-485-7012,AUTOMOBILE
14444,Customer#000014444,"TYh,YB,j7Qr4Ajjn",BRAZIL   6,BRAZIL,AMERICA,12-701-345-9683,AUTOMOBILE
14446,Customer#000014446,pAdUt 5nurjER0204peJ,INDONESIA5,INDONESIA,ASIA,19-330-242-1539,BUILDING
14447,Customer#000014447,hrsAwdgYb9,UNITED KI5,UNITED KINGDOM,EUROPE,33-471-788-6027,MACHINERY
14449,Customer#000014449,gMnqCVP9oZkGBXT16VgONp,IRAN     8,IRAN,MIDDLE EAST,20-949-223-4923,AUTOMOBILE
14450,Customer#000014450,C3pCk3x3AP0a,UNITED ST3,UNITED STATES,AMERICA,34-440-276-5101,MACHINERY
14452,Customer#000014452,7suO34,ALGERIA  6,ALGERIA,AFRICA,10-265-318-6307,FURNITURE
14453,Customer#000014453,p55yPkn,CHINA    2,CHINA,ASIA,28-348-672-4696,AUTOMOBILE
14455,Customer#000014455,5uFdJal4c665i5bp1TeoX,PERU     4,PERU,AMERICA,27-696-602-5690,AUTOMOBILE
14456,Customer#000014456,"g,5btV1Dh",ETHIOPIA 8,ETHIOPIA,AFRICA,15-376-614-8381,HOUSEHOLD
14458,Customer#000014458,9JsK5 crvKnz1vAeYKgR,VIETNAM  3,VIETNAM,ASIA,31-940-921-1985,FURNITURE
14459,Customer#000014459,H2nt1OO2e55,JORDAN   7,JORDAN,MIDDLE EAST,23-219-433-3201,MACHINERY
14461,Customer#000014461,vtLJjG,PERU     2,PERU,AMERICA,27-422-485-9608,HOUSEHOLD
14462,Customer#000014462,bKMmyvWtvbM NHPZGmlu,FRANCE   4,FRANCE,EUROPE,16-269-104-7536,HOUSEHOLD
14464,Customer#000014464,"pzjH6Y7O2t4zL,9X38B6pi4",ALGERIA  0,ALGERIA,AFRICA,10-507-667-3709,FURNITURE
14465,Customer#000014465,C38mFEdItob,CANADA   1,CANADA,AMERICA,13-448-770-5976,BUILDING
14467,Customer#000014467,rDFkHoAu7Cb,ETHIOPIA 9,ETHIOPIA,AFRICA,15-154-414-4579,MACHINERY
14468,Customer#000014468,CBzBJGJOffN0Dp,UNITED ST5,UNITED STATES,AMERICA,34-204-682-4281,FURNITURE
14470,Customer#000014470,"MbO72xToieq,x4,",ALGERIA  7,ALGERIA,AFRICA,10-532-831-1549,MACHINERY
14471,Customer#000014471,NCyc6b8Yn78jKQzIBaoQW,IRAQ     1,IRAQ,MIDDLE EAST,21-766-107-8740,BUILDING
14473,Customer#000014473,V3SfLDqB4l,INDIA    4,INDIA,ASIA,18-271-782-1060,BUILDING
14474,Customer#000014474,"U AUb9dWV,DUUhbxecXazi",IRAN     9,IRAN,MIDDLE EAST,20-278-101-6480,AUTOMOBILE
14476,Customer#000014476,lAI9rwABxjzu,ETHIOPIA 0,ETHIOPIA,AFRICA,15-516-769-6007,AUTOMOBILE
14477,Customer#000014477,bLycEeIpVsRNNPHSu77,INDONESIA3,INDONESIA,ASIA,19-715-875-3430,MACHINERY
14479,Customer#000014479,NteFkaz,RUSSIA   7,RUSSIA,EUROPE,32-290-647-2194,FURNITURE
14480,Customer#000014480,"0hIqxSueAHZobZzTedxt,j0q",SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,30-831-101-2880,FURNITURE
14482,Customer#000014482,ng5K7TnbdtmNIAK2h1rpG,ARGENTINA7,ARGENTINA,AMERICA,11-564-396-2071,FURNITURE
14485,Customer#000014485,2JYvlDZ59YPS21vkTfpbSB,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,30-754-799-2122,BUILDING
14486,Customer#000014486,ezqfsuGn5,RUSSIA   6,RUSSIA,EUROPE,32-398-318-6188,FURNITURE
14488,Customer#000014488,II2YNYHMjXU2mx,MOZAMBIQU9,MOZAMBIQUE,AFRICA,26-708-763-8068,HOUSEHOLD
14489,Customer#000014489,fL3YyRVL gdwKFB,MOROCCO  8,MOROCCO,AFRICA,25-678-969-4062,BUILDING
14491,Customer#000014491,pVawPg,CANADA   1,CANADA,AMERICA,13-357-344-7008,MACHINERY
14492,Customer#000014492,FmE6ex,CANADA   6,CANADA,AMERICA,13-219-577-7195,BUILDING
14494,Customer#000014494,cnZd3VmWOaQNZDa8i,KENYA    7,KENYA,AFRICA,24-511-748-8324,MACHINERY
14495,Customer#000014495,ngkE5Umm6A9yopB,FRANCE   7,FRANCE,EUROPE,16-681-756-7074,BUILDING
14497,Customer#000014497,cQ9stIuKp,UNITED ST9,UNITED STATES,AMERICA,34-387-276-6760,BUILDING
14498,Customer#000014498,XsrvcvIeyhafd5PgUan3Ev0J,ALGERIA  1,ALGERIA,AFRICA,10-641-743-9119,HOUSEHOLD
14500,Customer#000014500,ulyxvgY,MOZAMBIQU8,MOZAMBIQUE,AFRICA,26-684-261-8565,MACHINERY
14501,Customer#000014501,Aqq5JpcYrfds3zR,GERMANY  1,GERMANY,EUROPE,17-259-475-9321,MACHINERY
14503,Customer#000014503,"aye1qMDJfTzinwFQ,",ARGENTINA5,ARGENTINA,AMERICA,11-923-939-7385,BUILDING
14504,Customer#000014504,EjD7a3c0F,UNITED ST5,UNITED STATES,AMERICA,34-128-250-6640,HOUSEHOLD
14506,Customer#000014506,XT0I13oD4kkD57c2Qtnpgki,MOROCCO  4,MOROCCO,AFRICA,25-142-974-9293,BUILDING
14507,Customer#000014507,TefRH8LcqndTPaxZxk4yG,INDONESIA7,INDONESIA,ASIA,19-509-923-9604,MACHINERY
14509,Customer#000014509,z  LU8tYj2WCIK7R6fR2K,BRAZIL   4,BRAZIL,AMERICA,12-586-887-1525,HOUSEHOLD
14510,Customer#000014510,pTmdab2OOUj,IRAN     8,IRAN,MIDDLE EAST,20-654-929-2242,AUTOMOBILE
14512,Customer#000014512,asccv56SmWP4vuLsqHNl4,IRAN     4,IRAN,MIDDLE EAST,20-727-883-9636,BUILDING
14513,Customer#000014513,"Rlf,YoqQlFO",VIETNAM  0,VIETNAM,ASIA,31-713-212-7306,AUTOMOBILE
14515,Customer#000014515, OTfUoDJe,MOZAMBIQU7,MOZAMBIQUE,AFRICA,26-859-259-3594,AUTOMOBILE
14516,Customer#000014516,u8OOxE3RTEWpSWeBO,MOZAMBIQU1,MOZAMBIQUE,AFRICA,26-246-161-3358,BUILDING
14518,Customer#000014518,ocEhLFlNoEO,ARGENTINA5,ARGENTINA,AMERICA,11-816-397-9613,BUILDING
14519,Customer#000014519,FCg3D4sx1LY,IRAN     5,IRAN,MIDDLE EAST,20-779-438-7654,HOUSEHOLD
14521,Customer#000014521,p4NxWFZyz UlS,GERMANY  3,GERMANY,EUROPE,17-420-105-4411,FURNITURE
14522,Customer#000014522,IGr58kaPDa0,EGYPT    0,EGYPT,MIDDLE EAST,14-279-357-4232,MACHINERY
14524,Customer#000014524,"EoqLfCq,w",IRAQ     0,IRAQ,MIDDLE EAST,21-939-468-7776,HOUSEHOLD
14525,Customer#000014525,OpaiyqBY,RUSSIA   9,RUSSIA,EUROPE,32-107-460-3066,BUILDING
14527,Customer#000014527,o4tziHwDBsvYwoAUCQS8,PERU     7,PERU,AMERICA,27-137-886-1424,HOUSEHOLD
14528,Customer#000014528,oCVTVKb,CHINA    8,CHINA,ASIA,28-214-652-6912,FURNITURE
14530,Customer#000014530,6T4PDp3DH3Pxi,CHINA    2,CHINA,ASIA,28-443-178-5172,BUILDING
14531,Customer#000014531,4iLgsqioSOzndb,MOZAMBIQU4,MOZAMBIQUE,AFRICA,26-257-331-6413,BUILDING
14533,Customer#000014533,ic8LmXXjSTyDGo5M3xFkgz ,GERMANY  1,GERMANY,EUROPE,17-287-960-7123,FURNITURE
14534,Customer#000014534,7lHtYnvt 0vloXBNfOq,UNITED KI1,UNITED KINGDOM,EUROPE,33-801-749-8924,MACHINERY
14536,Customer#000014536,97PlKVL2D9pBWINinwZW1O3A,BRAZIL   9,BRAZIL,AMERICA,12-328-936-5978,FURNITURE
14537,Customer#000014537,huPlHDwW6m2pS,FRANCE   9,FRANCE,EUROPE,16-671-461-9065,FURNITURE
14539,Customer#000014539,8ihye0kMD9MvWIMSykzkG3f,IRAN     9,IRAN,MIDDLE EAST,20-380-253-6497,BUILDING
14542,Customer#000014542,YbhxiaBqDufe,ARGENTINA8,ARGENTINA,AMERICA,11-533-224-1865,HOUSEHOLD
14543,Customer#000014543,Md03ovOxI,MOROCCO  4,MOROCCO,AFRICA,25-504-684-2328,MACHINERY
14545,Customer#000014545,"E,mA9XZ UMfDfv7Odh1uZc1",VIETNAM  0,VIETNAM,ASIA,31-863-115-6283,AUTOMOBILE
14546,Customer#000014546,9kPOzgkoKXnNKqZ4Rj,VIETNAM  2,VIETNAM,ASIA,31-803-851-4257,FURNITURE
14548,Customer#000014548,A5UVReDEAzyY1nPsq94c7b,INDONESIA2,INDONESIA,ASIA,19-655-619-1039,BUILDING
14549,Customer#000014549,smzxQS0raZmJ2XypurK50,EGYPT    9,EGYPT,MIDDLE EAST,14-415-111-9457,HOUSEHOLD
14551,Customer#000014551,arVvCrOPCImoKr,INDONESIA3,INDONESIA,ASIA,19-942-481-5313,FURNITURE
14552,Customer#000014552,Wd25Vq,MOROCCO  7,MOROCCO,AFRICA,25-108-601-5330,MACHINERY
14554,Customer#000014554,vKinBB4QVJqSa7rM,ARGENTINA9,ARGENTINA,AMERICA,11-117-626-9514,BUILDING
14555,Customer#000014555,yzebe6mnr,PERU     0,PERU,AMERICA,27-550-814-4235,AUTOMOBILE
14557,Customer#000014557,E JbnRYqO8h5EJSHAC,CHINA    9,CHINA,ASIA,28-929-555-6196,MACHINERY
14558,Customer#000014558,yire1y xwOp62g,ALGERIA  8,ALGERIA,AFRICA,10-263-512-7971,FURNITURE
14560,Customer#000014560,5JFFbiZHTMkfpFxgi5a,ARGENTINA6,ARGENTINA,AMERICA,11-974-850-7278,MACHINERY
14561,Customer#000014561,ZKrOjIJkXCG0TCiq2UAA,UNITED ST8,UNITED STATES,AMERICA,34-951-112-9607,BUILDING
14563,Customer#000014563,16y4swIslFm5NBB,GERMANY  2,GERMANY,EUROPE,17-485-783-5005,FURNITURE
14564,Customer#000014564,LVTTe6Q,FRANCE   6,FRANCE,EUROPE,16-603-414-1627,BUILDING
14566,Customer#000014566,a7FcVOd17ieMe,GERMANY  5,GERMANY,EUROPE,17-779-629-3751,MACHINERY
14567,Customer#000014567,gK9I8C no90hfmu oX2yNr,JORDAN   1,JORDAN,MIDDLE EAST,23-609-310-3956,FURNITURE
14569,Customer#000014569,f3Qng2YBHxmtBE9w,VIETNAM  2,VIETNAM,ASIA,31-265-193-5763,BUILDING
14570,Customer#000014570,oguSYRgyFNa,JAPAN    5,JAPAN,ASIA,22-350-781-8819,BUILDING
14572,Customer#000014572,HE fWmr1yRAxS ,ARGENTINA7,ARGENTINA,AMERICA,11-919-925-3173,FURNITURE
14573,Customer#000014573,BprJ5UlutzNS9bh0iqd89iKL,GERMANY  0,GERMANY,EUROPE,17-528-744-4818,HOUSEHOLD
14575,Customer#000014575,eI46lOy,GERMANY  5,GERMANY,EUROPE,17-105-917-4529,HOUSEHOLD
14576,Customer#000014576,GSmzTeMSadRMwWxP 4tjU,EGYPT    3,EGYPT,MIDDLE EAST,14-956-574-2762,FURNITURE
14578,Customer#000014578,aG64u5gNP76xsTRgvT8,PERU     2,PERU,AMERICA,27-702-854-5201,BUILDING
14579,Customer#000014579,4qHyrX8,BRAZIL   1,BRAZIL,AMERICA,12-737-496-9367,HOUSEHOLD
14581,Customer#000014581,VCfMVeHXYpO5,ALGERIA  6,ALGERIA,AFRICA,10-818-486-3525,FURNITURE
14582,Customer#000014582,EBu9zp T3eo,VIETNAM  7,VIETNAM,ASIA,31-461-213-7865,HOUSEHOLD
14584,Customer#000014584,39YYTICk3mF77s2UJIh t8T0,JAPAN    1,JAPAN,ASIA,22-865-875-4841,FURNITURE
14585,Customer#000014585,"g5xLBhXF,e7OTANnuUBWj l,",IRAQ     5,IRAQ,MIDDLE EAST,21-804-636-2736,AUTOMOBILE
14587,Customer#000014587,lwdl DT,JAPAN    5,JAPAN,ASIA,22-675-717-2249,AUTOMOBILE
14588,Customer#000014588,bvLY39dc8fx,ALGERIA  2,ALGERIA,AFRICA,10-355-218-9888,BUILDING
14590,Customer#000014590,u10KDa45KekX6rI,JORDAN   8,JORDAN,MIDDLE EAST,23-577-442-5122,BUILDING
14591,Customer#000014591,JpaEx34EF0vPC,UNITED ST0,UNITED STATES,AMERICA,34-924-247-3649,AUTOMOBILE
14593,Customer#000014593,fyPJuvjdBp,INDIA    7,INDIA,ASIA,18-571-731-6031,AUTOMOBILE
14594,Customer#000014594,ORgrnsZDCTevBUMV,KENYA    0,KENYA,AFRICA,24-658-372-9322,BUILDING
14596,Customer#000014596,"6saBWeEr,yCBDP",VIETNAM  2,VIETNAM,ASIA,31-843-197-3231,MACHINERY
14597,Customer#000014597,"V8jh2j,9UclPfJQ",VIETNAM  5,VIETNAM,ASIA,31-134-991-1815,HOUSEHOLD
14599,Customer#000014599,"4CVXEO G3XBbgDFC,",BRAZIL   4,BRAZIL,AMERICA,12-725-948-6005,AUTOMOBILE
14600,Customer#000014600,fLmYW9JmyIdu,CHINA    8,CHINA,ASIA,28-989-320-5133,MACHINERY
14602,Customer#000014602,BmyYFjIs8,SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,30-938-463-1783,AUTOMOBILE
14605,Customer#000014605," fYyswM21wbcm,M 6qsNr,Na",IRAN     2,IRAN,MIDDLE EAST,20-282-347-1596,MACHINERY
14606,Customer#000014606,7XSjMKVd7qd2XntvzEmUznC,ETHIOPIA 2,ETHIOPIA,AFRICA,15-906-644-9771,AUTOMOBILE
14608,Customer#000014608,iiTi1WVaW4,JAPAN    2,JAPAN,ASIA,22-195-204-7040,AUTOMOBILE
14609,Customer#000014609,2GP23twgmq2pY8b,UNITED ST0,UNITED STATES,AMERICA,34-472-109-2643,HOUSEHOLD
14611,Customer#000014611,"EyjJDygKdop2vQ,cRJERKXr",MOZAMBIQU5,MOZAMBIQUE,AFRICA,26-210-833-9070,FURNITURE
14612,Customer#000014612,SKqYjM0hWAFhxLJQfCN7hSIw,INDIA    4,INDIA,ASIA,18-316-964-5058,FURNITURE
14614,Customer#000014614,",yULW09koBKI8hWfb ",RUSSIA   9,RUSSIA,EUROPE,32-941-694-2823,HOUSEHOLD
14615,Customer#000014615,24w8tiD5szZ,GERMANY  7,GERMANY,EUROPE,17-234-228-5689,BUILDING
14617,Customer#000014617,GQMcgKj8PbbSTMB,BRAZIL   3,BRAZIL,AMERICA,12-485-625-9131,FURNITURE
14618,Customer#000014618,GULPPTVXlcL bMo4Hwm,RUSSIA   6,RUSSIA,EUROPE,32-244-725-2014,FURNITURE
14620,Customer#000014620,2HQUaAnZ1rjL xzMpaW5,SAUDI ARA1,SAUDI ARABIA,MIDDLE EAST,30-772-552-6760,HOUSEHOLD
14621,Customer#000014621,Dv5 F0sS,GERMANY  3,GERMANY,EUROPE,17-570-330-1787,BUILDING
